"Artist.Name","Rank","Previous.Rank","Weeks.on.Chart","Views","Weekly.Growth","week","Country","X","isUkraine","sum"
"Ани Лорак",83,64,144,533354,"-13%",2019-06-20,"Україна","","ua",44
"Ани Лорак",41,33,162,811455,"-13.4%",2019-10-24,"Україна","","ua",44
"Ани Лорак",67,87,141,649015,"17.9%",2019-05-30,"Україна","","ua",44
"Ани Лорак",45,41,163,827322,"2%",2019-10-31,"Україна","","ua",44
"Ани Лорак",93,89,131,514160,"-5.2%",2019-03-21,"Україна","","ua",44
"Ани Лорак",89,49,130,542485,"-39.4%",2019-03-14,"Україна","","ua",44
"Ани Лорак",54,40,154,731552,"-12.8%",2019-08-29,"Україна","","ua",44
"Ани Лорак",35,39,136,895182,"-2.9%",2019-04-25,"Україна","","ua",44
"Ани Лорак",77,67,142,583416,"-10.1%",2019-06-06,"Україна","","ua",44
"Ани Лорак",56,21,124,696463,"-43.4%",2019-01-31,"Україна","","ua",44
"Ани Лорак",100,99,133,473740,"-6.6%",2019-04-04,"Україна","","ua",44
"Ани Лорак",57,82,146,615771,"15.1%",2019-07-04,"Україна","","ua",44
"Ани Лорак",65,57,147,564499,"-8.3%",2019-07-11,"Україна","","ua",44
"Ани Лорак",21,19,123,1230009,"3.1%",2019-01-24,"Україна","","ua",44
"Ани Лорак",39,96,135,921832,"86.7%",2019-04-18,"Україна","","ua",44
"Ани Лорак",20,22,121,1188268,"-11.6%",2019-01-10,"Україна","","ua",44
"Ани Лорак",55,56,125,735882,"5.7%",2019-02-07,"Україна","","ua",44
"Ани Лорак",49,NA,152,753164,"",2019-08-15,"Україна","","ua",44
"Ани Лорак",22,25,120,1344709,"10.7%",2019-01-03,"Україна","","ua",44
"Ани Лорак",71,66,139,601527,"-0.5%",2019-05-16,"Україна","","ua",44
"Ани Лорак",53,53,158,723895,"-2.6%",2019-09-26,"Україна","","ua",44
"Ани Лорак",90,76,149,504929,"-7.6%",2019-07-25,"Україна","","ua",44
"Ани Лорак",60,35,137,670019,"-25.2%",2019-05-02,"Україна","","ua",44
"Ани Лорак",40,49,153,839277,"11.4%",2019-08-22,"Україна","","ua",44
"Ани Лорак",49,81,129,895272,"44.8%",2019-03-07,"Україна","","ua",44
"Ани Лорак",44,36,160,800379,"-11.6%",2019-10-10,"Україна","","ua",44
"Ани Лорак",87,71,140,550603,"-8.5%",2019-05-23,"Україна","","ua",44
"Ани Лорак",43,54,155,827998,"13.2%",2019-09-05,"Україна","","ua",44
"Анна Седокова",85,NA,18,621542,"",2019-03-07,"Україна","","ua",4
"Анна Седокова",66,NA,12,609163,"",2019-01-10,"Україна","","ua",4
"Анна Седокова",83,54,16,608331,"-13.9%",2019-02-07,"Україна","","ua",4
"Анна Седокова",54,NA,15,706147,"",2019-01-31,"Україна","","ua",4
"Антитіла",66,73,87,633870,"4.3%",2019-09-19,"Україна","","ua",44
"Антитіла",81,96,61,576746,"10.6%",2019-03-21,"Україна","","ua",44
"Антитіла",75,53,93,622385,"-12.9%",2019-10-31,"Україна","","ua",44
"Антитіла",72,74,52,618951,"8.2%",2019-01-17,"Україна","","ua",44
"Антитіла",41,38,69,809734,"-1.5%",2019-05-16,"Україна","","ua",44
"Антитіла",60,71,54,678468,"5.1%",2019-01-31,"Україна","","ua",44
"Антитіла",94,100,91,479954,"0.5%",2019-10-17,"Україна","","ua",44
"Антитіла",56,25,74,643070,"-43.9%",2019-06-20,"Україна","","ua",44
"Антитіла",96,44,60,521640,"-44.3%",2019-03-14,"Україна","","ua",44
"Антитіла",38,28,67,828624,"-22%",2019-05-02,"Україна","","ua",44
"Антитіла",73,75,86,607606,"5.5%",2019-09-12,"Україна","","ua",44
"Антитіла",90,66,77,480175,"-13.6%",2019-07-11,"Україна","","ua",44
"Антитіла",82,83,50,649883,"10.9%",2019-01-03,"Україна","","ua",44
"Антитіла",53,94,92,714682,"48.9%",2019-10-24,"Україна","","ua",44
"Антитіла",75,79,85,576088,"-5%",2019-09-05,"Україна","","ua",44
"Антитіла",28,12,66,1062169,"-44.5%",2019-04-25,"Україна","","ua",44
"Антитіла",87,75,94,542009,"-12.9%",2019-11-07,"Україна","","ua",44
"Антитіла",41,41,70,810105,"0%",2019-05-23,"Україна","","ua",44
"Антитіла",44,NA,59,937336,"",2019-03-07,"Україна","","ua",44
"Антитіла",70,82,79,578566,"13.6%",2019-07-25,"Україна","","ua",44
"Антитіла",71,66,88,620843,"-2.1%",2019-09-26,"Україна","","ua",44
"Антитіла",70,71,81,599576,"3.1%",2019-08-08,"Україна","","ua",44
"Антитіла",56,60,55,731259,"7.8%",2019-02-07,"Україна","","ua",44
"Антитіла",47,70,82,764647,"27.5%",2019-08-15,"Україна","","ua",44
"Антитіла",65,56,75,593965,"-7.6%",2019-06-27,"Україна","","ua",44
"Антитіла",71,70,80,581294,"0.5%",2019-08-01,"Україна","","ua",44
"Антитіла",38,38,68,821750,"-0.8%",2019-05-09,"Україна","","ua",44
"Антитіла",100,78,90,477696,"-23%",2019-10-10,"Україна","","ua",44
"Антитіла",78,81,62,602465,"4.5%",2019-03-28,"Україна","","ua",44
"Антитіла",35,60,57,952723,"34.9%",2019-02-21,"Україна","","ua",44
"Антитіла",73,47,83,622199,"-18.6%",2019-08-22,"Україна","","ua",44
"Антитіла",74,82,51,571826,"-12%",2019-01-10,"Україна","","ua",44
"Антитіла",71,78,63,606844,"0.7%",2019-04-04,"Україна","","ua",44
"Антитіла",6,37,72,2364725,"163%",2019-06-06,"Україна","","ua",44
"Антитіла",66,65,76,555679,"-6.4%",2019-07-04,"Україна","","ua",44
"Антитіла",78,71,89,620139,"-0.1%",2019-10-03,"Україна","","ua",44
"Антитіла",25,6,73,1146415,"-51.5%",2019-06-13,"Україна","","ua",44
"Антитіла",79,73,84,606725,"-2.5%",2019-08-29,"Україна","","ua",44
"Антитіла",37,41,71,898973,"11%",2019-05-30,"Україна","","ua",44
"Антитіла",12,66,65,1912780,"203.1%",2019-04-18,"Україна","","ua",44
"Антитіла",82,90,78,509500,"6.1%",2019-07-18,"Україна","","ua",44
"Антитіла",71,72,53,645567,"4.3%",2019-01-24,"Україна","","ua",44
"Антитіла",60,56,56,706364,"-3.4%",2019-02-14,"Україна","","ua",44
"Антитіла",66,71,64,631007,"4%",2019-04-11,"Україна","","ua",44
"Без обмежень",44,44,62,724242,"-3%",2019-06-20,"Україна","","ua",45
"Без обмежень",41,45,50,876510,"1.4%",2019-03-28,"Україна","","ua",45
"Без обмежень",30,31,77,1011333,"6.5%",2019-10-03,"Україна","","ua",45
"Без обмежень",37,36,60,818746,"-10%",2019-06-06,"Україна","","ua",45
"Без обмежень",37,34,82,877946,"-2.6%",2019-11-07,"Україна","","ua",45
"Без обмежень",28,25,44,1153327,"-8.7%",2019-02-14,"Україна","","ua",45
"Без обмежень",39,44,66,813753,"12.9%",2019-07-18,"Україна","","ua",45
"Без обмежень",99,89,38,557022,"2.8%",2019-01-03,"Україна","","ua",45
"Без обмежень",41,39,67,791357,"-2.8%",2019-07-25,"Україна","","ua",45
"Без обмежень",45,39,49,864816,"-7%",2019-03-21,"Україна","","ua",45
"Без обмежень",39,42,55,801461,"-4.7%",2019-05-02,"Україна","","ua",45
"Без обмежень",34,28,75,935413,"-6.5%",2019-09-19,"Україна","","ua",45
"Без обмежень",41,41,68,797423,"0.8%",2019-08-01,"Україна","","ua",45
"Без обмежень",44,47,64,696078,"-1.7%",2019-07-04,"Україна","","ua",45
"Без обмежень",42,42,52,830031,"4.2%",2019-04-11,"Україна","","ua",45
"Без обмежень",41,42,53,901618,"8.6%",2019-04-18,"Україна","","ua",45
"Без обмежень",34,29,71,941020,"-4.8%",2019-08-22,"Україна","","ua",45
"Без обмежень",19,15,42,1423748,"-6.3%",2019-01-31,"Україна","","ua",45
"Без обмежень",34,32,81,901648,"-0.3%",2019-10-31,"Україна","","ua",45
"Без обмежень",25,19,43,1263183,"-11.3%",2019-02-07,"Україна","","ua",45
"Без обмежень",47,44,63,708137,"-2.2%",2019-06-27,"Україна","","ua",45
"Без обмежень",42,41,51,796230,"-9.2%",2019-04-04,"Україна","","ua",45
"Без обмежень",31,34,76,949699,"1.5%",2019-09-26,"Україна","","ua",45
"Без обмежень",24,33,73,1070464,"13.7%",2019-09-05,"Україна","","ua",45
"Без обмежень",25,31,57,1146181,"15.6%",2019-05-16,"Україна","","ua",45
"Без обмежень",33,34,72,941379,"0%",2019-08-29,"Україна","","ua",45
"Без обмежень",32,37,80,904710,"2.4%",2019-10-24,"Україна","","ua",45
"Без обмежень",25,41,69,1194038,"49.7%",2019-08-08,"Україна","","ua",45
"Без обмежень",42,41,54,840629,"-6.8%",2019-04-25,"Україна","","ua",45
"Без обмежень",37,31,79,883535,"-8.9%",2019-10-17,"Україна","","ua",45
"Без обмежень",31,30,78,970200,"-4.1%",2019-10-10,"Україна","","ua",45
"Без обмежень",22,18,46,1315453,"-11.5%",2019-02-28,"Україна","","ua",45
"Без обмежень",33,25,58,948894,"-17.2%",2019-05-23,"Україна","","ua",45
"Без обмежень",39,26,48,930186,"-24.1%",2019-03-14,"Україна","","ua",45
"Без обмежень",31,39,56,991206,"23.7%",2019-05-09,"Україна","","ua",45
"Без обмежень",18,28,45,1485714,"28.8%",2019-02-21,"Україна","","ua",45
"Без обмежень",25,96,40,1042947,"109.6%",2019-01-17,"Україна","","ua",45
"Без обмежень",15,25,41,1519244,"45.7%",2019-01-24,"Україна","","ua",45
"Без обмежень",29,25,70,988816,"-17.2%",2019-08-15,"Україна","","ua",45
"Без обмежень",44,37,61,746557,"-8.8%",2019-06-13,"Україна","","ua",45
"Без обмежень",26,22,47,1225841,"-6.8%",2019-03-07,"Україна","","ua",45
"Без обмежень",96,99,39,497605,"-10.7%",2019-01-10,"Україна","","ua",45
"Без обмежень",28,24,74,1000460,"-6.5%",2019-09-12,"Україна","","ua",45
"Без обмежень",36,33,59,910156,"-4.1%",2019-05-30,"Україна","","ua",45
"Без обмежень",44,44,65,720620,"3.5%",2019-07-11,"Україна","","ua",45
"Бумбокс",92,89,68,471675,"-1.7%",2019-07-11,"Україна","","ua",30
"Бумбокс",48,48,60,726318,"-0.9%",2019-05-16,"Україна","","ua",30
"Бумбокс",75,95,73,604472,"18.4%",2019-08-15,"Україна","","ua",30
"Бумбокс",51,62,84,774338,"15.9%",2019-10-31,"Україна","","ua",30
"Бумбокс",85,91,66,528117,"3.6%",2019-06-27,"Україна","","ua",30
"Бумбокс",68,66,82,642953,"-0.3%",2019-10-17,"Україна","","ua",30
"Бумбокс",95,NA,72,510697,"",2019-08-08,"Україна","","ua",30
"Бумбокс",60,76,76,652136,"5.6%",2019-09-05,"Україна","","ua",30
"Бумбокс",76,77,75,617629,"0.6%",2019-08-29,"Україна","","ua",30
"Бумбокс",48,48,59,733172,"-3%",2019-05-09,"Україна","","ua",30
"Бумбокс",78,NA,54,556863,"",2019-04-04,"Україна","","ua",30
"Бумбокс",29,23,78,999554,"-14.5%",2019-09-19,"Україна","","ua",30
"Бумбокс",76,60,64,546294,"-17.8%",2019-06-13,"Україна","","ua",30
"Бумбокс",62,68,83,667826,"3.9%",2019-10-24,"Україна","","ua",30
"Бумбокс",93,92,69,473895,"0.5%",2019-07-18,"Україна","","ua",30
"Бумбокс",91,76,65,509538,"-6.7%",2019-06-20,"Україна","","ua",30
"Бумбокс",23,60,77,1169434,"79.3%",2019-09-12,"Україна","","ua",30
"Бумбокс",89,85,67,479949,"-9.1%",2019-07-04,"Україна","","ua",30
"Бумбокс",77,75,74,613828,"1.5%",2019-08-22,"Україна","","ua",30
"Бумбокс",13,78,55,1875136,"236.7%",2019-04-11,"Україна","","ua",30
"Бумбокс",41,29,79,862625,"-13.7%",2019-09-26,"Україна","","ua",30
"Бумбокс",38,24,57,892877,"-28.3%",2019-04-25,"Україна","","ua",30
"Бумбокс",55,48,61,711293,"-2.1%",2019-05-23,"Україна","","ua",30
"Бумбокс",47,41,80,789963,"-8.4%",2019-10-03,"Україна","","ua",30
"Бумбокс",48,38,58,755800,"-15.4%",2019-05-02,"Україна","","ua",30
"Бумбокс",58,55,62,703893,"-1%",2019-05-30,"Україна","","ua",30
"Бумбокс",24,13,56,1245116,"-33.6%",2019-04-18,"Україна","","ua",30
"Бумбокс",66,47,81,644880,"-18.4%",2019-10-10,"Україна","","ua",30
"Бумбокс",60,58,63,664727,"-5.6%",2019-06-06,"Україна","","ua",30
"Бумбокс",60,51,85,665973,"-14%",2019-11-07,"Україна","","ua",30
"Вера Брежнева",69,69,65,673993,"1%",2019-02-28,"Україна","","ua",3
"Вера Брежнева",91,NA,66,508899,"",2019-06-13,"Україна","","ua",3
"Вера Брежнева",69,NA,64,667603,"",2019-02-21,"Україна","","ua",3
"Верка Сердючка",70,NA,4,709164,"",2019-01-03,"Україна","","ua",1
"Время и Стекло",5,7,137,2460547,"3.3%",2019-05-02,"Україна","","ua",45
"Время и Стекло",5,3,134,2637632,"-3.5%",2019-04-11,"Україна","","ua",45
"Время и Стекло",12,10,124,1763873,"-5.8%",2019-01-31,"Україна","","ua",45
"Время и Стекло",22,20,129,1347533,"-1.7%",2019-03-07,"Україна","","ua",45
"Время и Стекло",12,13,153,1713835,"-0.4%",2019-08-22,"Україна","","ua",45
"Время и Стекло",12,10,150,1870420,"-7.7%",2019-08-01,"Україна","","ua",45
"Время и Стекло",8,5,135,2517332,"-4.6%",2019-04-18,"Україна","","ua",45
"Время и Стекло",20,17,128,1371096,"-7.8%",2019-02-28,"Україна","","ua",45
"Время и Стекло",20,20,162,1258635,"3.2%",2019-10-24,"Україна","","ua",45
"Время и Стекло",18,17,156,1444914,"-3.7%",2019-09-12,"Україна","","ua",45
"Время и Стекло",7,8,136,2383095,"-5.3%",2019-04-25,"Україна","","ua",45
"Время и Стекло",6,6,120,2571714,"18.7%",2019-01-03,"Україна","","ua",45
"Время и Стекло",4,5,141,2402803,"5.2%",2019-05-30,"Україна","","ua",45
"Время и Стекло",21,22,130,1234278,"-8.4%",2019-03-14,"Україна","","ua",45
"Время и Стекло",25,21,131,1175990,"-4.7%",2019-03-21,"Україна","","ua",45
"Время и Стекло",15,15,126,1686628,"-0.2%",2019-02-14,"Україна","","ua",45
"Время и Стекло",6,4,139,2346283,"-0.5%",2019-05-16,"Україна","","ua",45
"Время и Стекло",2,25,132,3746063,"218.5%",2019-03-28,"Україна","","ua",45
"Время и Стекло",6,6,144,2659138,"17.3%",2019-06-20,"Україна","","ua",45
"Время и Стекло",17,15,127,1487520,"-11.8%",2019-02-21,"Україна","","ua",45
"Время и Стекло",9,6,122,1972983,"-3.3%",2019-01-17,"Україна","","ua",45
"Время и Стекло",22,23,160,1269793,"-0.9%",2019-10-10,"Україна","","ua",45
"Время и Стекло",20,22,161,1219576,"-4%",2019-10-17,"Україна","","ua",45
"Время и Стекло",9,20,163,2205949,"75.3%",2019-10-31,"Україна","","ua",45
"Время и Стекло",16,12,154,1640172,"-4.3%",2019-08-29,"Україна","","ua",45
"Время и Стекло",24,18,158,1304385,"-5.3%",2019-09-26,"Україна","","ua",45
"Время и Стекло",5,6,140,2284263,"-2.6%",2019-05-23,"Україна","","ua",45
"Время и Стекло",10,9,123,1873101,"-5.1%",2019-01-24,"Україна","","ua",45
"Время и Стекло",4,6,145,2535732,"-4.6%",2019-06-27,"Україна","","ua",45
"Время и Стекло",15,12,125,1690674,"-4.1%",2019-02-07,"Україна","","ua",45
"Время и Стекло",7,5,148,2127257,"-15.8%",2019-07-18,"Україна","","ua",45
"Время и Стекло",6,9,164,2311568,"4.8%",2019-11-07,"Україна","","ua",45
"Время и Стекло",5,4,146,2235269,"-11.8%",2019-07-04,"Україна","","ua",45
"Время и Стекло",7,4,142,2189778,"-8.9%",2019-06-06,"Україна","","ua",45
"Время и Стекло",13,12,152,1720783,"-3.1%",2019-08-15,"Україна","","ua",45
"Время и Стекло",6,7,143,2267502,"3.5%",2019-06-13,"Україна","","ua",45
"Время и Стекло",18,18,157,1376699,"-4.7%",2019-09-19,"Україна","","ua",45
"Время и Стекло",23,24,159,1280908,"-1.8%",2019-10-03,"Україна","","ua",45
"Время и Стекло",3,2,133,2732080,"-27.1%",2019-04-04,"Україна","","ua",45
"Время и Стекло",5,5,147,2525180,"13%",2019-07-11,"Україна","","ua",45
"Время и Стекло",6,6,121,2040774,"-20.6%",2019-01-10,"Україна","","ua",45
"Время и Стекло",12,12,151,1776034,"-5%",2019-08-08,"Україна","","ua",45
"Время и Стекло",4,5,138,2357378,"-4.2%",2019-05-09,"Україна","","ua",45
"Время и Стекло",17,16,155,1501118,"-8.5%",2019-09-05,"Україна","","ua",45
"Время и Стекло",10,7,149,2025705,"-4.8%",2019-07-25,"Україна","","ua",45
"Злата Огневич",100,NA,4,480631,"",2019-06-06,"Україна","","ua",1
"Ірина Федишин",91,NA,96,582908,"",2019-01-31,"Україна","","ua",2
"Ірина Федишин",88,NA,95,535999,"",2019-01-10,"Україна","","ua",2
"Христина Соловій",62,NA,107,678573,"",2019-01-24,"Україна","","ua",13
"Христина Соловій",81,94,124,573117,"11.4%",2019-05-23,"Україна","","ua",13
"Христина Соловій",91,59,127,473107,"-25.2%",2019-07-04,"Україна","","ua",13
"Христина Соловій",85,81,125,560907,"-2.1%",2019-05-30,"Україна","","ua",13
"Христина Соловій",94,NA,123,514663,"",2019-05-16,"Україна","","ua",13
"Христина Соловій",100,66,109,565319,"-14.7%",2019-02-07,"Україна","","ua",13
"Христина Соловій",66,62,108,663101,"-2.3%",2019-01-31,"Україна","","ua",13
"Христина Соловій",78,NA,113,660924,"",2019-03-07,"Україна","","ua",13
"Христина Соловій",100,91,128,447852,"-5.3%",2019-07-11,"Україна","","ua",13
"Христина Соловій",59,NA,126,632291,"",2019-06-27,"Україна","","ua",13
"Христина Соловій",99,100,110,569760,"0.8%",2019-02-14,"Україна","","ua",13
"Христина Соловій",94,78,114,523872,"-20.7%",2019-03-14,"Україна","","ua",13
"Христина Соловій",83,99,111,614823,"7.9%",2019-02-21,"Україна","","ua",13
"Макс Барских",17,17,122,1257377,"0.6%",2019-01-17,"Україна","","ua",45
"Макс Барских",6,5,129,2419808,"-8.7%",2019-03-07,"Україна","","ua",45
"Макс Барских",13,16,136,1772998,"0.1%",2019-04-25,"Україна","","ua",45
"Макс Барских",16,13,140,1653046,"-0.3%",2019-05-23,"Україна","","ua",45
"Макс Барских",23,22,151,1244930,"-2.3%",2019-08-08,"Україна","","ua",45
"Макс Барских",8,22,126,2308581,"69.9%",2019-02-14,"Україна","","ua",45
"Макс Барских",14,16,120,1624588,"17.7%",2019-01-03,"Україна","","ua",45
"Макс Барских",16,19,134,1689575,"7%",2019-04-11,"Україна","","ua",45
"Макс Барских",13,18,139,1658517,"10.7%",2019-05-16,"Україна","","ua",45
"Макс Барских",19,13,137,1552916,"-12.4%",2019-05-02,"Україна","","ua",45
"Макс Барских",11,22,155,1781983,"45.2%",2019-09-05,"Україна","","ua",45
"Макс Барских",23,23,153,1274119,"-2%",2019-08-22,"Україна","","ua",45
"Макс Барских",18,17,124,1424214,"0.9%",2019-01-31,"Україна","","ua",45
"Макс Барских",19,15,144,1516726,"-1.6%",2019-06-20,"Україна","","ua",45
"Макс Барских",20,20,160,1310302,"-8.3%",2019-10-10,"Україна","","ua",45
"Макс Барских",17,16,158,1463575,"-4.6%",2019-09-26,"Україна","","ua",45
"Макс Барских",19,19,145,1412316,"-6.9%",2019-06-27,"Україна","","ua",45
"Макс Барских",18,24,162,1283661,"12.7%",2019-10-24,"Україна","","ua",45
"Макс Барских",17,14,121,1249273,"-23.1%",2019-01-10,"Україна","","ua",45
"Макс Барских",19,17,148,1413139,"-2%",2019-07-18,"Україна","","ua",45
"Макс Барских",18,19,138,1498650,"-3.5%",2019-05-09,"Україна","","ua",45
"Макс Барских",23,23,152,1300637,"4.5%",2019-08-15,"Україна","","ua",45
"Макс Барских",27,25,164,1140137,"-3.6%",2019-11-07,"Україна","","ua",45
"Макс Барских",16,16,157,1534487,"-1.9%",2019-09-19,"Україна","","ua",45
"Макс Барских",5,8,127,2997072,"29.8%",2019-02-21,"Україна","","ua",45
"Макс Барских",15,14,143,1540649,"-6.8%",2019-06-13,"Україна","","ua",45
"Макс Барских",21,19,146,1347294,"-4.6%",2019-07-04,"Україна","","ua",45
"Макс Барских",25,18,163,1183052,"-7.8%",2019-10-31,"Україна","","ua",45
"Макс Барских",19,11,133,1578566,"-8.2%",2019-04-04,"Україна","","ua",45
"Макс Барских",24,20,161,1138969,"-13.1%",2019-10-17,"Україна","","ua",45
"Макс Барских",5,5,128,2651761,"-11.5%",2019-02-28,"Україна","","ua",45
"Макс Барских",20,17,159,1428791,"-2.4%",2019-10-03,"Україна","","ua",45
"Макс Барских",9,6,130,1833122,"-24.2%",2019-03-14,"Україна","","ua",45
"Макс Барских",17,21,147,1442154,"7%",2019-07-11,"Україна","","ua",45
"Макс Барских",11,14,132,1719492,"6.9%",2019-03-28,"Україна","","ua",45
"Макс Барских",16,16,135,1771401,"4.8%",2019-04-18,"Україна","","ua",45
"Макс Барских",19,16,141,1618920,"-2.1%",2019-05-30,"Україна","","ua",45
"Макс Барских",22,18,125,1358492,"-4.6%",2019-02-07,"Україна","","ua",45
"Макс Барских",22,23,154,1226977,"-3.7%",2019-08-29,"Україна","","ua",45
"Макс Барских",21,19,149,1324364,"-6.3%",2019-07-25,"Україна","","ua",45
"Макс Барских",22,21,150,1273849,"-3.8%",2019-08-01,"Україна","","ua",45
"Макс Барских",16,11,156,1563938,"-12.2%",2019-09-12,"Україна","","ua",45
"Макс Барских",17,17,123,1411350,"12.2%",2019-01-24,"Україна","","ua",45
"Макс Барских",14,9,131,1609124,"-12.2%",2019-03-21,"Україна","","ua",45
"Макс Барских",14,19,142,1652921,"2.1%",2019-06-06,"Україна","","ua",45
"Мари Краймбрери",91,47,50,536423,"-25.7%",2019-08-15,"Україна","","ua",12
"Мари Краймбрери",63,64,56,668017,"1.1%",2019-09-26,"Україна","","ua",12
"Мари Краймбрери",64,74,55,660946,"9.8%",2019-09-19,"Україна","","ua",12
"Мари Краймбрери",44,NA,48,774156,"",2019-08-01,"Україна","","ua",12
"Мари Краймбрери",95,NA,60,524420,"",2019-10-31,"Україна","","ua",12
"Мари Краймбрери",74,63,57,629894,"-5.7%",2019-10-03,"Україна","","ua",12
"Мари Краймбрери",47,44,49,722420,"-6.7%",2019-08-08,"Україна","","ua",12
"Мари Краймбрери",76,74,58,563241,"-10.6%",2019-10-10,"Україна","","ua",12
"Мари Краймбрери",87,91,51,554759,"3.4%",2019-08-22,"Україна","","ua",12
"Мари Краймбрери",74,73,54,601960,"3%",2019-09-12,"Україна","","ua",12
"Мари Краймбрери",80,87,52,603199,"8.7%",2019-08-29,"Україна","","ua",12
"Мари Краймбрери",73,80,53,584619,"-3.1%",2019-09-05,"Україна","","ua",12
"Надя Дорофеева",98,NA,27,557047,"",2019-01-03,"Україна","","ua",1
"НЕАНГЕЛЫ",66,53,117,627195,"-12.7%",2019-08-08,"Україна","","ua",14
"НЕАНГЕЛЫ",39,50,125,820661,"6.8%",2019-10-10,"Україна","","ua",14
"НЕАНГЕЛЫ",90,77,108,521599,"-15%",2019-05-02,"Україна","","ua",14
"НЕАНГЕЛЫ",74,69,127,585567,"-8.4%",2019-10-24,"Україна","","ua",14
"НЕАНГЕЛЫ",88,76,129,540552,"-12.8%",2019-11-07,"Україна","","ua",14
"НЕАНГЕЛЫ",50,48,124,768292,"-2.8%",2019-10-03,"Україна","","ua",14
"НЕАНГЕЛЫ",18,NA,115,1392633,"",2019-07-25,"Україна","","ua",14
"НЕАНГЕЛЫ",27,NA,106,1156976,"",2019-04-18,"Україна","","ua",14
"НЕАНГЕЛЫ",76,74,128,620228,"5.9%",2019-10-31,"Україна","","ua",14
"НЕАНГЕЛЫ",53,18,116,718706,"-48.4%",2019-08-01,"Україна","","ua",14
"НЕАНГЕЛЫ",84,66,118,581228,"-7.3%",2019-08-15,"Україна","","ua",14
"НЕАНГЕЛЫ",69,39,126,639388,"-22.1%",2019-10-17,"Україна","","ua",14
"НЕАНГЕЛЫ",77,27,107,613663,"-47%",2019-04-25,"Україна","","ua",14
"НЕАНГЕЛЫ",48,NA,123,790768,"",2019-09-26,"Україна","","ua",14
"Океан Ельзи",99,NA,122,513660,"",2019-01-17,"Україна","","ua",36
"Океан Ельзи",78,72,136,604920,"-3.5%",2019-04-25,"Україна","","ua",36
"Океан Ельзи",92,89,130,529523,"-12.4%",2019-03-14,"Україна","","ua",36
"Океан Ельзи",9,84,148,2068594,"318.1%",2019-07-18,"Україна","","ua",36
"Океан Ельзи",87,89,126,603410,"1.5%",2019-02-14,"Україна","","ua",36
"Океан Ельзи",87,93,151,523289,"4.8%",2019-08-08,"Україна","","ua",36
"Океан Ельзи",89,90,125,594635,"1.6%",2019-02-07,"Україна","","ua",36
"Океан Ельзи",89,96,129,604813,"5.1%",2019-03-07,"Україна","","ua",36
"Океан Ельзи",92,87,152,533730,"2%",2019-08-15,"Україна","","ua",36
"Океан Ельзи",84,87,138,530596,"-1.7%",2019-05-09,"Україна","","ua",36
"Океан Ельзи",97,96,143,479473,"-2.6%",2019-06-13,"Україна","","ua",36
"Океан Ельзи",88,99,123,567098,"10.4%",2019-01-24,"Україна","","ua",36
"Океан Ельзи",97,97,154,509476,"-2.1%",2019-08-29,"Україна","","ua",36
"Океан Ельзи",85,87,127,609646,"1%",2019-02-21,"Україна","","ua",36
"Океан Ельзи",97,92,153,520228,"-2.5%",2019-08-22,"Україна","","ua",36
"Океан Ельзи",90,88,124,585187,"3.2%",2019-01-31,"Україна","","ua",36
"Океан Ельзи",98,89,162,484396,"-1.4%",2019-10-24,"Україна","","ua",36
"Океан Ельзи",66,9,149,590756,"-71.4%",2019-07-25,"Україна","","ua",36
"Океан Ельзи",82,97,144,534751,"11.5%",2019-06-20,"Україна","","ua",36
"Океан Ельзи",98,NA,160,484410,"",2019-10-10,"Україна","","ua",36
"Океан Ельзи",80,83,146,507292,"-4.9%",2019-07-04,"Україна","","ua",36
"Океан Ельзи",89,98,161,491291,"1.4%",2019-10-17,"Україна","","ua",36
"Океан Ельзи",72,67,135,627124,"-0.4%",2019-04-18,"Україна","","ua",36
"Океан Ельзи",93,66,150,499171,"-15.5%",2019-08-01,"Україна","","ua",36
"Океан Ельзи",87,78,137,539677,"-10.8%",2019-05-02,"Україна","","ua",36
"Океан Ельзи",95,92,131,509382,"-3.8%",2019-03-21,"Україна","","ua",36
"Океан Ельзи",67,77,134,629904,"11.2%",2019-04-11,"Україна","","ua",36
"Океан Ельзи",96,85,128,575538,"-5.6%",2019-02-28,"Україна","","ua",36
"Океан Ельзи",84,80,147,494815,"-2.5%",2019-07-11,"Україна","","ua",36
"Океан Ельзи",82,84,140,563627,"1.9%",2019-05-23,"Україна","","ua",36
"Океан Ельзи",84,84,139,553093,"4.2%",2019-05-16,"Україна","","ua",36
"Океан Ельзи",95,95,132,520611,"2.2%",2019-03-28,"Україна","","ua",36
"Океан Ельзи",77,95,133,566424,"8.8%",2019-04-04,"Україна","","ua",36
"Океан Ельзи",96,79,142,492098,"-15.6%",2019-06-06,"Україна","","ua",36
"Океан Ельзи",79,82,141,583316,"3.5%",2019-05-30,"Україна","","ua",36
"Океан Ельзи",83,82,145,533324,"-0.3%",2019-06-27,"Україна","","ua",36
"Олег Винник",13,14,141,1992612,"19%",2019-05-30,"Україна","","ua",45
"Олег Винник",14,10,140,1674613,"-7.6%",2019-05-23,"Україна","","ua",45
"Олег Винник",17,17,149,1418691,"-3.2%",2019-07-25,"Україна","","ua",45
"Олег Винник",19,17,150,1405357,"-0.9%",2019-08-01,"Україна","","ua",45
"Олег Винник",14,11,143,1589319,"-12.7%",2019-06-13,"Україна","","ua",45
